mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,file
-438.1438516231586,86.70328611272511,-9.786094362580974,2.0975571739809986,6.740280825996278,-11.409173564779266,-3.8937845373165696,-5.827946490734457,-13.921086176277162,-8.22471613575351,-5.7986514795812765,-1.888142871591536,1.0039458713000071,0.3136093662814171,0.2613849739486777,-0.011826098697934,-0.0476088642868515,0.0157373836822794,-0.0259127146854144,-0.0585691020661707,-0.0130750214767702,-0.0082645384987164,-0.0390175276126296,-0.0351547468274058,-0.0305554317721526,-0.0313496683028057,output12.wav
-341.93493141498294,92.07154791660516,-27.09000443478437,-10.56501571612156,11.937833074078574,-0.4003907119699083,-1.135895060588668,-1.7298249655667075,-3.3916780952465397,-2.3475250777816443,-3.423907289603027,-1.0861831152722372,0.976825790377608,-0.0259794396991773,-0.036381718796466,-0.0353181263755107,-0.0335871508078464,-0.0312492933841306,-0.0283853350369293,-0.0250926698330004,-0.0214809371293091,-0.0176671832694547,-0.0137708053147681,-0.0099085361632473,-0.0061897223164452,-0.0027121232524806,output13.wav
-467.02244844513547,59.36571309725584,7.432854930509958,-7.808170752751292,-10.26884379725849,-13.171919187650593,-7.419237398322444,-2.287142525775649,-1.7134051632250291,-0.6856349251430289,0.9336506753340772,4.003791193010044,3.983447638387668,0.0214891349274432,0.0251963066582089,0.012163287656239,-0.0026820513078214,-0.0134982570554972,-0.0176996222246189,-0.016423040235662,-0.0125101681830669,-0.0079905705245582,-0.0031614486308352,0.0022775401665908,0.0074843583289274,0.0100918460583714,output14.wav
-534.2152213164343,35.35703676444136,-21.993856794627675,11.197460197035763,13.30004701349655,-10.660112345567605,-3.7711406875314286,-4.275766977516707,-8.22018372681134,1.5173043721463642,0.9893752451227044,-3.9830162354385528,-4.041707862378725,0.0111043579017206,0.0108005501945276,0.0028487763908086,0.0010001798061949,0.0019217445259988,0.0014804466037841,0.0034426058732568,0.0032812129028777,-0.0012577868427668,-0.00092755457553,0.0004861897924002,-0.0019176437074352,0.0003503712679151,output15.wav
-551.0911917851308,34.476273927935424,-5.314307008465404,-7.178909202605068,1.4856750038409396,1.5542698855475148,0.1528943237407564,-2.6743681310643166,-3.140978734367049,-0.1134369482250952,0.0924574741438495,-0.8004959907553475,-0.3824019250035665,-0.0002344326400692,-0.0007539667247078,-0.0009091079032015,0.0002800807273647,0.0013991357186831,0.0007181009406031,-0.000792701650227,-0.001059258660056,-0.0002429848776091,-4.533513578658024e-05,-0.0006425693026362,-0.0007183453971051,4.633045148291916e-05,output16.wav
-327.9355233334365,149.5227727639676,-59.46225603595147,-19.53007917725366,4.268795449357448,-21.38706610542676,0.6416293103147076,-3.4163260556473096,-15.540171246306524,-8.46211439642264,-16.314109530663377,-8.726765767192225,1.9414028222584916,-0.0224263433417585,-0.0216423438955227,-0.0081938881716821,-0.0057933549632023,-0.0014010192543787,0.0070449295528846,0.0038302589002566,-0.0061822200212607,-0.0056943429427318,0.000593941362093,0.0003826125607625,-0.0013332647820073,0.0018638396538902,output17.wav
-500.4699315729305,25.83460439453236,-3.802458261978105,0.3027731601342873,1.8743976598744867,-3.1324773742653425,0.845344145503612,0.9273102202328948,-3.1671811821108773,-2.919069998536104,-2.2283554631011686,-1.8816833359334255,-2.607812380012438,1.7633935881409796e-15,-7.884100863938327e-17,3.477350020181299e-18,-7.081149132005555e-18,-2.001056875249784e-17,1.4099073718189632e-17,8.219190956792163e-19,-5.816658215575991e-18,1.1443642793687548e-17,-1.0115927331436508e-18,7.081149132005555e-18,3.79347274928869e-18,6.51212821961225e-18,output18.wav
-631.7903491648068,24.93480902618954,7.610766392692487,-0.6903291694094911,-0.7508117451171992,-1.4474016167198835,-2.9583387552223965,-1.9471145486268369,-0.731196543586787,-1.6211960890999375,-2.222372889342004,-1.413750597872903,-1.30194346558387,0.0061149465261016,0.009082360989349,0.0084132531314842,0.0055406456525452,0.0038008074369998,0.0045417939341053,0.0041017988118964,0.0015155086898083,0.001284564437746,0.0044669681311311,0.0054694114758083,0.0017219856635649,-0.0017460762029446,output19.wav
-440.2133843639492,65.1755868643662,-41.652562671077554,-0.7672105218992087,6.986462373986248,-14.073765487580298,1.859152555861132,-3.887969228123163,-12.441184419006998,-4.48825859957153,-4.81728834793273,0.9343455981101494,-0.9818412081085324,-2.735878947974083e-06,-3.592498767440006e-06,-2.802196783934391e-06,-1.6112147381074762e-06,-1.89848578556038e-07,1.2586636190653094e-06,2.5272022256304268e-06,3.434381647138545e-06,3.850486258447825e-06,3.7160181603146337e-06,3.0502046555848742e-06,1.948248978469452e-06,5.677173899821979e-07,output20.wav
-505.6894974707225,37.7216068952093,-8.493951307080556,1.9075964078089025,0.5007142957062919,-9.56538623160953,-2.399828821167308,-3.0169063453725533,-5.543057965220843,-3.4198333195555617,-6.371794873525359,-3.757215578081479,-0.1949682420020755,1.4102374908215729e-15,-1.2397692227002842e-16,1.549711528375355e-17,-3.874278820938387e-18,-1.210712131543246e-17,2.5182812336099518e-17,-3.874278820938387e-18,1.1622836462815161e-17,1.549711528375355e-17,7.748557641876774e-18,2.3245672925630322e-17,7.748557641876774e-18,-1.1622836462815161e-17,output21.wav
-502.6997458396589,34.83002920633075,-17.081169537353954,0.8030713313638802,3.649867769301152,-9.539556060114544,-0.9780943644996816,0.3812003051623349,-5.9081358847372085,-2.236610278773855,-0.6907740840733498,-3.1899490434564544,-2.5835230024446463,-0.0043245063466124,-0.0063688374006767,-0.0068732107167327,-0.0068264339089094,-0.0053604710917527,-0.0026214041174526,6.943009893933126e-05,0.0014883678756351,0.0015570269598355,0.001048153404038,0.0007466061745491,0.0009223452689536,0.0012326360223769,output22.wav
-505.0714736394678,41.62449764709194,-6.617148884445287,-1.0421618411693918,2.883923861158273,-6.039388901253104,-4.6017122013781,-5.802552845428243,-7.737929422888174,-4.411637582194483,-5.5521990444910445,-6.0181073154798765,-4.044669256756978,1.7746728608146868e-15,-1.1078173409314941e-16,6.2547776035220096e-18,-7.938756189085626e-18,-2.4297405305989337e-17,1.732092259436864e-17,1.08255766214804e-17,1.7561490963734868e-17,6.375061788205125e-18,2.252321358191339e-17,1.8283196071833566e-17,1.8283196071833566e-17,9.021313851233668e-18,output23.wav
-510.723902313285,33.2947246295312,-10.17931241126927,-1.2496258974440724,2.0840054197692246,-0.6569606736449213,2.109658157937332,0.8165632756088199,0.331173599103717,-0.7737748372440082,-1.8824863279627293,-2.387573215825316,-3.459537428731432,-0.183560919738294,-0.1180771164895048,0.0422730902673649,0.0086838138295571,-0.0217180743804797,0.0125750231685209,0.0049621009575175,-0.00391360242977,0.0126641253380189,0.0058054904526198,-0.0042380146653534,-0.0008928156821436,-0.0054890597884966,output24.wav
-434.69230755877385,62.62775711917224,-9.416072650113804,-9.641948365325408,3.031937022461982,-3.43889513047414,-2.4077125633534258,2.206906941527376,-0.2584721966478858,-5.123138922592146,-6.089606022533234,-0.39815579411852,1.7915191324830555,0.0504993383008128,0.0552753855769704,0.0240204938191071,0.0041022355703744,-0.001963723235184,-0.0070295548935242,-0.0141029238403153,-0.01718876301845,-0.0154579130407515,-0.0125045378530519,-0.0090233415683203,-0.0045519136025827,-0.0007143066966051,output25.wav
-430.6487024596637,109.73395801047371,-9.55819046746502,-2.9410299348521147,8.391390013863887,-6.447500354042648,8.193250922507803,5.781914572161577,-19.314409369973173,-19.57114844566022,-13.35918641866754,-13.257997247804582,-6.955622655839898,-0.5188677345996159,-0.3908172184190862,0.0334892132805129,0.0091609528935646,-0.0502925617072572,0.0278639474080756,0.0092013919099587,-0.0172903147271453,0.0315995446588802,0.030888915244466,0.014526570151978,0.0224692858855419,-0.0041758646374091,output26.wav
-470.76624062167,78.5019224936203,-12.621303041244364,3.233240203824768,7.914915100500783,-4.696276615938766,0.907745954779148,1.0522406729973506,-2.195901256123176,-3.8624432507525817,-3.495480197459852,-3.1451678276297304,-6.414788211573762,0.047077487542631,0.0425374275430978,0.0059215028864415,-0.0063887430005007,-0.0096708195489617,-0.0128931597465948,-0.0058801145399303,0.0021904525751123,0.0031726132401769,0.005286408455987,0.006524430934798,0.0035631905768943,0.0042922995379235,output27.wav
-425.4376667255244,106.85057081022757,-25.858735053413696,-0.9212288898222598,0.8234793739262489,-23.207500779829907,0.8522174300362042,3.26480762721268,-8.916197094661614,-4.848228894070866,-10.40494208782158,-7.049118450231017,1.1110444460615598,4.1491546613728477e-16,-2.766103107581898e-16,6.915257768954747e-17,-1.2966108316790149e-17,-7.563563184794254e-18,5.18644332671606e-17,4.322036105596717e-18,0.0,5.18644332671606e-17,-8.644072211193433e-18,3.4576288844773726e-17,4.322036105596717e-17,-6.4830541583950745e-18,output28.wav
-486.7395007788237,34.042098432662605,-3.9932027678188255,2.531115640580394,3.602325183683236,-4.9656126810044094,-0.3358950319986595,-0.4556099405407434,-4.902403720064525,-2.281757628979148,-2.3103869464682565,-3.292248083954079,-0.4831882670657021,1.2887669642150365e-15,-1.0516644366739912e-16,1.7209054418301673e-17,-1.2966544474900913e-17,-1.4101864037219428e-17,1.8912033761779446e-17,-9.560585787945373e-19,3.824234315178149e-18,1.5296937260712597e-17,8.604527209150836e-18,4.780292893972687e-18,1.5296937260712597e-17,1.9121171575890746e-18,output29.wav
-435.45259984449336,61.79730385670256,-10.418192333431664,-0.634954341343889,4.982732846701521,-4.909811286068712,0.2038855957654033,-0.357147287019411,-4.590061885588445,-3.2091881165855534,-4.08490311191023,-4.920768847515453,-2.7947418027006403,0.0020308563376861,0.0028301470265697,0.0027072723797996,0.0025116192021903,0.002255399448231,0.0019530540419314,0.0016192976209664,0.00126742139808,0.0009081910523965,0.0005495266561601,0.0001969588288801,-0.0001453351616689,-0.0004732545946888,output30.wav
-484.73291202341454,37.46621688800457,-6.091908870327229,-8.604209140168887,-1.4963544058175506,-3.8192483974792,-1.1557963344157085,-0.2664916630795741,-5.2399510506896405,-3.79422411646466,1.2332324515621973,1.288628169694358,-1.0839665942954058,1.4997633567214262e-15,-1.1835963772818571e-16,2.0688879765495878e-17,1.299069194577648e-17,1.4915238900706327e-17,1.4674670531340098e-17,1.954618001100628e-18,4.811367387324622e-18,4.089662279225929e-18,3.367957171127236e-18,-5.292504126057084e-18,-1.1547281729579093e-17,-2.16511532429608e-18,output31.wav
-494.5063221761196,48.3893385267957,-8.53927566629349,-6.34786275825832,4.9200817729190165,-2.7097266335314427,-2.0158406493841783,1.72244344775203,-1.7577344185001451,-1.1047776520166286,0.4207488762827358,-1.7222810842177612,-1.462215966507492,0.0022090173559947,0.0026389138216582,0.0014543349407435,0.0001262382311536,-0.0009745047593355,-0.0018173901608841,-0.0024365240886742,-0.0026428114406885,-0.0021364133221525,-0.00090297721099,0.0006058118820121,0.0017665706047523,0.0022496360203792,output32.wav
-434.0880620857144,37.30049604456993,-12.910844369069292,-6.30183605146348,4.590508103559703,2.494828453104497,3.1882142416601,-2.1851566970499445,-8.60254927301458,-4.400469341104539,-0.5940904667019602,-4.059347226987354,-4.974242520067166,0.0663873551190212,0.0884239438785927,0.0744151412315111,0.0571321311449013,0.0409887424319266,0.0272753573399604,0.0148461682366478,0.0024644939028256,-0.0094579424279009,-0.0191016461287538,-0.0250805380340568,-0.0279534013811708,-0.0296336741363562,output33.wav
-415.245223039792,73.75119984353657,-15.748218744067666,0.2534857516705342,9.834949050623758,0.1326942184091401,11.282390795673509,3.2728754496990757,-16.72567309547858,-13.697823839247173,-2.6256849352428224,-0.3773063510119855,-6.431841736688722,-0.0019688933558099,-0.00219403729041,0.0004291335666123,0.0061214348809989,0.0133368985399909,0.0176112532675609,0.0152529354825478,0.0078609247230102,0.0020917175883627,0.0032941759933445,0.0091732004031436,0.0113979937623922,0.0048927307030291,output34.wav
-561.0667877037007,18.26187211842715,1.2192000428162295,-4.995574649613332,-2.5310955628745684,-1.7451241566946498,-2.7093266307693127,-1.7706312345757034,-0.7950357441461569,-0.906999316111863,0.359586325119016,2.208635652898001,1.4515122280871875,1.8432916323827608e-15,-5.3778295057192725e-17,-4.063248959876784e-18,3.585219670479515e-18,3.824234315178149e-18,1.443050917368005e-17,1.1353195623185133e-17,1.0038615077342644e-17,1.015812239969196e-18,4.899800216322004e-18,-3.226697703431564e-18,-5.9753661174658595e-18,-5.736351472767225e-18,output35.wav
-538.5567143215868,17.587231452285028,-7.140123741023833,-1.702003317616392,-0.0391188337802891,-4.8753154353999095,-1.3515498248019062,-0.9247781678893288,-3.342717015384813,-1.817208455581441,-1.340939436925449,-1.3547000897464638,-0.9632715470962409,0.0011647754192252,0.0008218472175382,-0.00067907989416,-0.0012335601218529,-0.0005749372232148,0.0002321191213751,0.0003831842564853,0.0001129862337211,2.723203954940968e-05,0.0002790735915124,0.0004748766619983,0.0001525513964659,-0.0005936799160185,output36.wav
-503.9211573083077,49.447278909664,-1.2434027218380428,-7.519507061052334,3.019823296820643,2.070933997911162,-0.8566586016200676,-3.3188965733891465,-6.190686703839752,-4.733282322347185,-2.6362300220098,-2.8197574991225443,-2.798929193522419,0.1072042075180103,0.1239191103006256,0.0684722792475248,0.0317386582824208,0.0241608955037641,0.0220826915272642,0.0097977135352897,-0.0043979973866471,-0.0091237594863192,-0.0065266806869534,-0.0048615005999645,-0.0060260723486889,-0.0058421322862292,output37.wav
-486.8807110287437,29.92683017810357,-7.033451985798524,-6.385376643630658,-3.8564353656679633,-9.14368809370179,-2.729987653084111,1.7512351792676344,-2.942439495741221,-3.091545474682881,-1.0671136518407154,-2.141546807099908,-2.221453631812768,0.0001194955826949,0.0001671985630928,0.0001618565773434,0.0001530828769707,0.0001410688244044,0.0001260762964024,0.0001084318199741,8.851926641617346e-05,6.677127105077735e-05,4.365957531543852e-05,1.9684512289942868e-05,-4.636123981746251e-06,-2.877857136892393e-05,output38.wav
-384.97556461648287,91.58654840010908,-36.11983146166487,11.952485376340467,19.99976498746905,-15.215355327664618,2.4013924919855203,3.0666472139379213,-12.994113257505772,-10.17202152631919,-11.223207746684505,-7.105130769364645,-1.33072050164945,0.0018974648784945,0.002620399162633,0.0024343860416582,0.0021343793908311,0.0017348674658554,0.0012550936984788,0.0007180826631079,0.0001494781221927,-0.0004237459013734,-0.0009746336482226,-0.0014775855732502,-0.0019096165306322,-0.0022514696742559,output39.wav
-410.319672405416,103.0413324912214,-8.62551450508247,-0.9318757270929772,6.432601501537081,-6.725668883780879,6.0088715547532665,-0.3641133013019499,-16.193247576076217,-6.241446383787137,-0.1753071959544991,-4.374680633639073,-5.421873911267066,1.2622198675064569e-15,-3.481985841397122e-16,8.704964603492805e-17,-1.632180863154901e-17,-1.496165791225326e-17,3.808422014028102e-17,-8.160904315774505e-18,2.7203014385915016e-18,4.3524823017464025e-17,1.904211007014051e-17,-4.080452157887253e-18,2.1762411508732013e-17,8.160904315774505e-18,output40.wav
-399.86930985801285,97.53290204134623,-33.47912658655445,-14.176305263255337,2.551518450701917,-23.70380567526557,-13.293896886566648,-5.238665302004793,-15.780326708304887,-7.738491574720498,-1.444411282933752,-5.333826728098771,-4.510765685910274,6.198846113501419e-16,-2.4795384454005683e-16,9.298269170252128e-17,1.549711528375355e-17,-2.7119951746568708e-17,3.874278820938387e-17,5.230276408266823e-17,7.748557641876774e-18,6.973701877689097e-17,2.5182812336099518e-17,1.7434254694222742e-17,1.7434254694222742e-17,1.3559975873284354e-17,output41.wav
-409.9429959004887,77.9058050979538,-14.77304827148293,-2.1206288436521845,16.76329124660485,6.110033511577159,2.994855861322459,-5.958524700739937,-15.00598913044266,-11.83130537701453,-8.865457050441963,-4.715506299163732,-4.400831522600082,0.2675963774122865,0.2431098082962115,0.0331976880771884,-0.0085386475897874,0.0318513164069788,0.0028271417462745,-0.0315410421130818,-0.0145641706795846,-0.0158877060051612,-0.0332591873754154,-0.0166016289358425,-0.0022767162453897,-0.0155040031499585,output42.wav
-430.2717150719216,77.67319556535871,-38.15389433077448,31.17710937857548,-1.917749521995036,-24.934810843358196,26.35761218779659,-7.730847241974408,-25.738861867279496,2.035147241039206,-13.069861416813117,-8.85457278788913,1.3883251850285896,-0.0113894593556483,-0.0122469613168529,-0.0042455646640855,0.0022999385187329,0.0065101381040545,0.0106873047758504,0.0139852972449039,0.0126138799799078,0.0077510365736988,0.0037174643628732,-0.0005906321259367,-0.0051178891033927,-0.0044357242180417,output43.wav
-394.3857721203751,133.43040050920558,-26.423293110017937,3.918092672478921,21.710747343478936,0.6290490457906481,9.581742707793683,-6.672069033874884,-19.850970514241823,-5.940576387884835,-7.867680279360415,-4.826732067057846,2.2684765658956887,2.539713842052456,1.1728502499725848,0.4079561546510843,0.2169630597150273,0.0591505155865021,-0.0043143709271851,-0.0564294900263949,-0.0645546082645464,-0.0492534669762611,-0.0372595420254625,-0.0576383300166882,-0.094705266824325,-0.1196685110712064,output44.wav
-504.8220910415944,45.63625318353112,-17.26810436956119,-4.184945799385848,2.7097779471501013,-6.680895042455425,0.1899685952459324,-1.8889916003223053,-7.280895537008781,-2.7354699983452213,-3.3851026949583045,-1.8839614283668096,2.506785908031275,0.1455595855908316,0.1067321263861512,-0.026992108480473,-0.0408349691004066,-0.0236677117172833,-0.025846793155977,-0.014440949705985,-0.0041137085111671,0.0110742407837628,0.0309557828314564,0.0135376878573011,-0.014759861961914,-0.0174338527061147,output45.wav
-580.8215038539746,26.19628396162437,-3.810176722003592,-0.6729598834787537,1.1600136980014233,-3.7167885114534287,-1.3715153656212875,-1.1893649654205103,-1.8404709808989044,-0.6591574141988109,-2.753887522029201,-1.7533725936964344,0.6114976793797432,0.0007766697162022,0.0010313795320231,0.0008399213449963,0.0005511689162468,0.0002058388691381,-0.0001479047857888,-0.0004616350871896,-0.0006938273962226,-0.0008159127096924,-0.0008163037964026,-0.0007017974149371,-0.0004961647862432,-0.000236177496422,output46.wav
-425.1819605632921,100.59108756400852,-13.067651285148036,8.84609603899976,1.241119053859496,-12.91488639623471,14.66551053265098,-2.6092673372677964,-24.110301115271074,-6.829427070254762,-5.552099657699746,-12.612603807196468,-10.150715225521196,0.0086398725380463,0.0029410054002538,-0.008728752689425,-0.007086634990723,-0.0012877094478076,0.0014433978862926,0.0028258587997792,0.0029548091429649,0.0069919352407396,0.0160217140210972,0.0160769675633438,0.0008225765841935,-0.0180240499012996,output47.wav
-450.5122106611139,85.47273833134328,5.145619166548543,2.080662507167616,5.812605111202855,-10.105550603303378,-6.75717029359598,1.6560880748112052,-2.7982793754157744,-5.363915576230123,-0.5833233870580659,2.646452191460733,-2.422472063074342,0.1711025170109488,0.1113272451592511,-0.0378869000468896,-0.0036851121622938,0.024356274629771,-0.0245004574519991,-0.024454838977565,-0.0028428252801711,-0.0186362500327566,-0.0132628377469907,0.0170497752875411,0.0131078969398438,-0.01605409936318,output48.wav
-450.85806835240913,55.00726911457977,-27.94649945413832,-5.594338441014283,13.430939154054128,-5.011469790143763,-3.9291331168987407,-1.1989486338797395,-10.193862609067269,-8.679306772588355,-4.450666329339257,-4.799198384043975,-3.4139337876394538,0.0059943265804943,0.0062814674100372,0.0005871075217605,-0.0017161368791688,0.0025372039335927,0.0025502251783878,-0.0030444038427169,-0.0019923020367721,0.0014726985518673,-0.0030772730222164,-0.0053860248220537,0.0004844791561039,0.0010149082392442,output49.wav
-465.3842511179696,45.94492013304662,-7.91323857868474,-7.192697233383825,-1.502090539300314,-2.0002494874621606,1.3004820644153263,-2.83157838509871,-6.046030022740467,-4.142440118155728,-3.869398850063108,-2.780202338315091,-0.599129903291548,1.425459797784248e-15,-1.1030909709337743e-16,2.139616107414649e-17,2.187163132023863e-17,5.70564295310573e-18,6.181113199197873e-18,-2.852821476552865e-18,4.7547024609214425e-19,2.282257181242292e-17,1.4026372259718253e-17,6.4188483222439464e-18,4.51696733787537e-18,7.132053691382162e-18,output50.wav
-525.5965492244575,71.12319927744534,-17.049174073182623,-0.045241347720789,4.288893970419528,-16.953004521602477,-6.478962590909485,-2.9218293447401007,-12.109337922832468,-8.81607284093315,-8.603569521890988,-8.920309172122725,-4.298023401574547,-0.0252528907942982,-0.0028039751170024,0.0227377264356913,0.0064412161757495,0.0064352104955557,0.0023313361546138,-0.0110532098623204,0.0076448171710942,0.0187255010740034,-0.0024079193200464,-0.0096951187672622,0.0002393999767811,0.004302671132523,output51.wav
-399.0616137817645,83.72293547215875,-19.588033744535963,-2.9545425036023367,-0.1985364652348718,-7.204132404981397,4.064095293878964,-5.7167269510711805,-10.281500086412104,-4.163009061273844,-5.884816646702046,-5.279343717523233,-5.241163562014872,0.0866947090405699,0.0984873428906761,0.0570180912018638,0.0210446616971662,-0.0185762127689706,-0.040153030564261,-0.0289958849793751,-0.0076783923155951,0.0109859888351134,0.022851453840398,0.020111595280181,0.0065974032576401,-0.0104197863249413,output52.wav
-505.99899727139695,13.36229983083964,-4.661788997065311,-0.7944668361527876,2.0436529476150733,-0.664194330137218,0.017786210165064,-1.091176113297514,-2.871230024674725,-2.4177727720464195,-2.611729650896406,-2.044201783179206,-0.99231285700636,1.249829650067038e-15,-3.079275127887758e-17,3.367957171127236e-18,-3.8490939098596974e-18,-1.4434102161973866e-18,1.4434102161973866e-18,1.804262770246733e-18,3.4882413558103515e-18,7.938756189085626e-18,7.457619450353164e-18,7.818472004402511e-18,5.5330724954233154e-18,-1.2028418468311554e-19,output53.wav
